18.5206322,-66.4892578,159
18.5186790,-66.4473724,98
18.5173768,-66.4137268,49
18.5251898,-66.3979340,152
18.5258408,-66.3697815,202
18.5251898,-66.3450623,193
18.5212833,-66.3327026,139
18.5212833,-66.3114166,141
18.5238876,-66.2784576,191
18.5199812,-66.2619781,161
18.5199812,-66.2441254,150
18.5186790,-66.2310791,119
18.5173768,-66.2159729,130
18.5147724,-66.1994934,148
18.5147724,-66.1830139,172
18.5147724,-66.1665344,181
18.5147724,-66.1521149,174
18.5141213,-66.1356354,169
18.5134702,-66.1150360,180
18.5134702,-66.1019897,189
18.5134702,-66.0896301,187
18.5121679,-66.0717773,204
18.5121679,-66.0518646,237
18.5121679,-66.0346985,250
18.5128191,-66.0237122,250
18.5128191,-66.0113525,250
18.5136191,-66.0113525,248
18.5136191,-66.0237122,250
18.5129679,-66.0346985,250
18.5129679,-66.0518646,246
18.5129679,-66.0717773,209
18.5142702,-66.0896301,192
18.5142702,-66.1019897,191
18.5142702,-66.1150360,181
18.5149213,-66.1356354,172
18.5155724,-66.1521149,183
18.5155724,-66.1665344,188
18.5155724,-66.1830139,176
18.5155724,-66.1994934,152
18.5181768,-66.2159729,133
18.5194790,-66.2310791,126
18.5207812,-66.2441254,156
18.5207812,-66.2619781,166
18.5246876,-66.2784576,196
18.5220833,-66.3114166,145
18.5220833,-66.3327026,147
18.5259898,-66.3450623,202
18.5266408,-66.3697815,204
18.5259898,-66.3979340,165
18.5181768,-66.4137268,52
18.5194790,-66.4473724,96
18.5214322,-66.4892578,164
18.5222322,-66.4892578,170
18.5202790,-66.4473724,106
18.5189768,-66.4137268,55
18.5267898,-66.3979340,171
18.5274408,-66.3697815,207
18.5267898,-66.3450623,211
18.5228833,-66.3327026,154
18.5228833,-66.3114166,152
18.5254876,-66.2784576,198
18.5215812,-66.2619781,173
18.5215812,-66.2441254,162
18.5202790,-66.2310791,135
18.5189768,-66.2159729,140
18.5163724,-66.1994934,158
18.5163724,-66.1830139,186
18.5163724,-66.1665344,195
18.5163724,-66.1521149,190
18.5157213,-66.1356354,176
18.5150702,-66.1150360,186
18.5150702,-66.1019897,195
18.5150702,-66.0896301,197
18.5137679,-66.0717773,212
18.5137679,-66.0518646,248
18.5137679,-66.0346985,250
18.5144191,-66.0237122,250
18.5144191,-66.0113525,250
18.5152191,-66.0113525,250
18.5152191,-66.0237122,250
18.5145679,-66.0346985,250
18.5145679,-66.0518646,250
18.5145679,-66.0717773,217
18.5158702,-66.0896301,202
18.5158702,-66.1019897,195
18.5158702,-66.1150360,188
18.5165213,-66.1356354,179
18.5171724,-66.1521149,195
18.5171724,-66.1665344,200
18.5171724,-66.1830139,192
18.5171724,-66.1994934,162
18.5197768,-66.2159729,145
18.5210790,-66.2310791,142
18.5223812,-66.2441254,169
18.5223812,-66.2619781,180
18.5262876,-66.2784576,204
18.5236833,-66.3114166,158
18.5236833,-66.3327026,162
18.5275898,-66.3450623,213
18.5282408,-66.3697815,214
18.5275898,-66.3979340,178
18.5197768,-66.4137268,62
18.5210790,-66.4473724,106
18.5230322,-66.4892578,176
18.5238322,-66.4892578,181
18.5218790,-66.4473724,112
18.5205768,-66.4137268,69
18.5283898,-66.3979340,180
18.5290408,-66.3697815,220
18.5283898,-66.3450623,221
18.5244833,-66.3327026,169
18.5244833,-66.3114166,163
18.5270876,-66.2784576,205
18.5231812,-66.2619781,185
18.5231812,-66.2441254,174
18.5218790,-66.2310791,148
18.5205768,-66.2159729,150
18.5179724,-66.1994934,166
18.5179724,-66.1830139,195
18.5179724,-66.1665344,204
18.5179724,-66.1521149,198
18.5173213,-66.1356354,186
18.5166702,-66.1150360,190
18.5166702,-66.1019897,199
18.5166702,-66.0896301,205
18.5153679,-66.0717773,224
18.5153679,-66.0518646,250
18.5153679,-66.0346985,250
18.5160191,-66.0237122,250
18.5160191,-66.0113525,250
18.5168191,-66.0113525,250
18.5168191,-66.0237122,250
18.5161679,-66.0346985,250
18.5161679,-66.0518646,250
18.5161679,-66.0717773,229
18.5174702,-66.0896301,207
18.5174702,-66.1019897,202
18.5174702,-66.1150360,196
18.5181213,-66.1356354,191
18.5187724,-66.1521149,204
18.5187724,-66.1665344,209
18.5187724,-66.1830139,200
18.5187724,-66.1994934,169
18.5213768,-66.2159729,153
18.5226790,-66.2310791,155
18.5239812,-66.2441254,181
18.5239812,-66.2619781,188
18.5278876,-66.2784576,211
18.5252833,-66.3114166,169
18.5252833,-66.3327026,175
18.5291898,-66.3450623,233
18.5298408,-66.3697815,224
18.5291898,-66.3979340,187
18.5213768,-66.4137268,76
18.5226790,-66.4473724,119
18.5246322,-66.4892578,186
18.5254322,-66.4892578,190
18.5234790,-66.4473724,124
18.5221768,-66.4137268,87
18.5299898,-66.3979340,192
18.5306408,-66.3697815,231
18.5299898,-66.3450623,240
18.5260833,-66.3327026,183
18.5260833,-66.3114166,174
18.5286876,-66.2784576,211
18.5247812,-66.2619781,196
18.5247812,-66.2441254,185
18.5234790,-66.2310791,162
18.5221768,-66.2159729,160
18.5195724,-66.1994934,173
18.5195724,-66.1830139,209
18.5195724,-66.1665344,216
18.5195724,-66.1521149,211
18.5189213,-66.1356354,198
18.5182702,-66.1150360,198
18.5182702,-66.1019897,205
18.5182702,-66.0896301,214
18.5169679,-66.0717773,233
18.5169679,-66.0518646,250
18.5169679,-66.0346985,250
18.5176191,-66.0237122,250
18.5176191,-66.0113525,250
18.5184191,-66.0113525,250
18.5184191,-66.0237122,250
18.5177679,-66.0346985,250
18.5177679,-66.0518646,250
18.5177679,-66.0717773,238
18.5190702,-66.0896301,216
18.5190702,-66.1019897,210
18.5190702,-66.1150360,202
18.5197213,-66.1356354,202
18.5203724,-66.1521149,214
18.5203724,-66.1665344,223
18.5203724,-66.1830139,214
18.5203724,-66.1994934,181
18.5229768,-66.2159729,162
18.5242790,-66.2310791,169
18.5255812,-66.2441254,191
18.5255812,-66.2619781,195
18.5294876,-66.2784576,217
18.5268833,-66.3114166,181
18.5268833,-66.3327026,189
18.5307898,-66.3450623,248
18.5314408,-66.3697815,237
18.5307898,-66.3979340,193
18.5229768,-66.4137268,92
18.5242790,-66.4473724,130
18.5262322,-66.4892578,193
