type	latitude	longitude	name	desc
T	18.4914938	-66.6046143
T	18.4902728	-66.6019535
T	18.4896216	-66.5997219
T	18.4891332	-66.5977478
T	18.4891332	-66.5960312
T	18.4884006	-66.5939713
T	18.4872610	-66.5913105
T	18.4867725	-66.5887356
T	18.4865283	-66.5863323
T	18.4862841	-66.5838432
T	18.4862027	-66.5814400
T	18.4859585	-66.5790367
T	18.4859585	-66.5772343
T	18.4865283	-66.5750885
T	18.4871795	-66.5722561
T	18.4875866	-66.5699387
T	18.4870167	-66.5676212
T	18.4870167	-66.5663338
T	18.4888076	-66.5644455
T	18.4910054	-66.5632439
T	18.4910868	-66.5612698
T	18.4903542	-66.5574932
T	18.4893774	-66.5547466
T	18.4888890	-66.5520859
T	18.4888890	-66.5491676
T	18.4879122	-66.5476227
T	18.4871795	-66.5457344
T	18.4861213	-66.5435886
T	18.4852259	-66.5416145
T	18.4845747	-66.5394688
T	18.4838421	-66.5376663
T	18.4835979	-66.5355206
T	18.4849817	-66.5355206
T	18.4853073	-66.5364647
T	18.4854701	-66.5377522
T	18.4858771	-66.5389538
T	18.4862027	-66.5401554
T	18.4868539	-66.5412712
T	18.4872610	-66.5428162
T	18.4879122	-66.5437603
T	18.4886448	-66.5456486
T	18.4895402	-66.5471077
T	18.4900286	-66.5486526
T	18.4905984	-66.5500259
T	18.4905984	-66.5519142
T	18.4908426	-66.5538883
T	18.4988426	-66.5538883
T	18.4985984	-66.5519142
T	18.4985984	-66.5500259
T	18.4980286	-66.5486526
T	18.4975402	-66.5471077
T	18.4966448	-66.5456486
T	18.4959122	-66.5437603
T	18.4952610	-66.5428162
T	18.4948539	-66.5412712
T	18.4942027	-66.5401554
T	18.4938771	-66.5389538
T	18.4934701	-66.5377522
T	18.4933073	-66.5364647
T	18.4929817	-66.5355206
T	18.4915979	-66.5355206
T	18.4918421	-66.5376663
T	18.4925747	-66.5394688
T	18.4932259	-66.5416145
T	18.4941213	-66.5435886
T	18.4951795	-66.5457344
T	18.4959122	-66.5476227
T	18.4968890	-66.5491676
T	18.4968890	-66.5520859
T	18.4973774	-66.5547466
T	18.4983542	-66.5574932
T	18.4990868	-66.5612698
T	18.4990054	-66.5632439
T	18.4968076	-66.5644455
T	18.4950167	-66.5663338
T	18.4950167	-66.5676212
T	18.4955866	-66.5699387
T	18.4951795	-66.5722561
T	18.4945283	-66.5750885
T	18.4939585	-66.5772343
T	18.4939585	-66.5790367
T	18.4942027	-66.5814400
T	18.4942841	-66.5838432
T	18.4945283	-66.5863323
T	18.4947725	-66.5887356
T	18.4952610	-66.5913105
T	18.4964006	-66.5939713
T	18.4971332	-66.5960312
T	18.4971332	-66.5977478
T	18.4976216	-66.5997219
T	18.4982728	-66.6019535
T	18.4994938	-66.6046143
T	18.5074938	-66.6046143
T	18.5062728	-66.6019535
T	18.5056216	-66.5997219
T	18.5051332	-66.5977478
T	18.5051332	-66.5960312
T	18.5044006	-66.5939713
T	18.5032610	-66.5913105
T	18.5027725	-66.5887356
T	18.5025283	-66.5863323
T	18.5022841	-66.5838432
T	18.5022027	-66.5814400
T	18.5019585	-66.5790367
T	18.5019585	-66.5772343
T	18.5025283	-66.5750885
T	18.5031795	-66.5722561
T	18.5035866	-66.5699387
T	18.5030167	-66.5676212
T	18.5030167	-66.5663338
T	18.5048076	-66.5644455
T	18.5070054	-66.5632439
T	18.5070868	-66.5612698
T	18.5063542	-66.5574932
T	18.5053774	-66.5547466
T	18.5048890	-66.5520859
T	18.5048890	-66.5491676
T	18.5039122	-66.5476227
T	18.5031795	-66.5457344
T	18.5021213	-66.5435886
T	18.5012259	-66.5416145
T	18.5005747	-66.5394688
T	18.4998421	-66.5376663
T	18.4995979	-66.5355206
T	18.5009817	-66.5355206
T	18.5013073	-66.5364647
T	18.5014701	-66.5377522
T	18.5018771	-66.5389538
T	18.5022027	-66.5401554
T	18.5028539	-66.5412712
T	18.5032610	-66.5428162
T	18.5039122	-66.5437603
T	18.5046448	-66.5456486
T	18.5055402	-66.5471077
T	18.5060286	-66.5486526
T	18.5065984	-66.5500259
T	18.5065984	-66.5519142
T	18.5068426	-66.5538883
T	18.5148426	-66.5538883
T	18.5145984	-66.5519142
T	18.5145984	-66.5500259
T	18.5140286	-66.5486526
T	18.5135402	-66.5471077
T	18.5126448	-66.5456486
T	18.5119122	-66.5437603
T	18.5112610	-66.5428162
T	18.5108539	-66.5412712
T	18.5102027	-66.5401554
T	18.5098771	-66.5389538
T	18.5094701	-66.5377522
T	18.5093073	-66.5364647
T	18.5089817	-66.5355206
T	18.5075979	-66.5355206
T	18.5078421	-66.5376663
T	18.5085747	-66.5394688
T	18.5092259	-66.5416145
T	18.5101213	-66.5435886
T	18.5111795	-66.5457344
T	18.5119122	-66.5476227
T	18.5128890	-66.5491676
T	18.5128890	-66.5520859
T	18.5133774	-66.5547466
T	18.5143542	-66.5574932
T	18.5150868	-66.5612698
T	18.5150054	-66.5632439
T	18.5128076	-66.5644455
T	18.5110167	-66.5663338
T	18.5110167	-66.5676212
T	18.5115866	-66.5699387
T	18.5111795	-66.5722561
T	18.5105283	-66.5750885
T	18.5099585	-66.5772343
T	18.5099585	-66.5790367
T	18.5102027	-66.5814400
T	18.5102841	-66.5838432
T	18.5105283	-66.5863323
T	18.5107725	-66.5887356
